"NAME","MEETINGNAME__C","MEETINGNO__C","TT_TIMESTAMPBYL__C","TT_NAMEFORTICKET__C","TT_STARTDATE__C","TT_ENDDATE__C","TT_CANCEL__C","TT_ITEMNAME__C","TT_INTERNALORDERTAXABLE__C","TT_INTERNALORDERNONTAXABLE__C","TT_ACCOUNTCODETAXABLE__C","TT_ACCOUNTCODENONTAXABLE__C","TT_ZETIACODE__C","TT_NUMBEROFINVITEDMEMBEREMPEXCEPT__C","TT_NUMBEROFINVITEDMEMBEREMP__C","TT_SRM_ORDERCLASSIFICATION__C","TT_PLANPERSONBU_NAMEEN__C","TT_PLANPERSONAREANAME__C","TT_PLANPERSONFS_NAME__C","TT_PLANPERSONNAMEKANJI__C","TT_PLANPERSONNAME__C","TT_PLANPERSONEMAIL__C","TT_PLANPERSONMOBILEMAIL__C","TT_PLANPERSONMOBILE__C","TT_PLANPERSONPHONE__C","TT_COSTCENTER__C","TT_ARRANGEPERSONBU_NAMEEN__C","TT_ARRANGEPERSONAREANAME__C","TT_ARRANGEPERSONFS_NAME__C","TT_ARRANGEPERSONNAMEKANJI__C","TT_ARRANGEPERSONNAME__C","TT_ARRANGEPERSONPHONE__C","TT_ARRANGEPERSONEMAIL__C","TT_ARRANGEPERSONMOBILE__C","TT_ARRANGEPERSONMOBILEMAIL__C","TT_BUDGETTAXABLETOTAL__C","TT_BUDGETNONTAXABLETOTAL__C","TT_BUDGETTAXABLEPARTY__C","TT_BUDGETTAXABLEDISCUSSION__C","TT_MEETINGPLACENAME__C","TT_STATUSREQUEST__C","TT_LASTMODIFIEDDATE__C","INVALID__C"
"ACTIS-共催講演会-D01","アクティス学会せっしょんめい","MTG14-00001462","20140422060727","共催講演会-D01","20140410","20140410","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","100.0","5.0","0","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","kazue.shibuya@bayer.com.fullsand","byl.0630.3762@docomo.ne.jp","81(90)3271-8388","","YA00680000","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","","kazue.shibuya@bayer.com.fullsand","81(90)3271-8388","byl.0630.3762@docomo.ne.jp","60000.0","20000.0","35000.0","25000.0","神田グランドホテル","1.0","2014-04-22T06:07:27.000Z","false"
"ACTIS-プロマテ-G01","","MTG14-00001463","20140520090739","","","","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6761100","1111111111","0.0","0.0","0","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","kazue.shibuya@bayer.com.fullsand","byl.0630.3762@docomo.ne.jp","81(90)3271-8388","","YA00680000","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","","kazue.shibuya@bayer.com.fullsand","81(90)3271-8388","byl.0630.3762@docomo.ne.jp","15000.0","25000.0","0.0","0.0","","1.0","2014-05-20T09:07:39.000Z","false"
"ACTIS-プロマテ-G02","","MTG14-00001464","20140409045855","","","","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6761610","","0.0","0.0","0","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","kazue.shibuya@bayer.com.fullsand","byl.0630.3762@docomo.ne.jp","81(90)3271-8388","","YA00680000","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","","kazue.shibuya@bayer.com.fullsand","81(90)3271-8388","byl.0630.3762@docomo.ne.jp","15000.0","25000.0","0.0","0.0","","1.0","2014-04-09T04:58:55.000Z","false"
"ACTIS-プロマテ-G03","","MTG14-00001465","20140409045817","","","","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6761100","","0.0","0.0","0","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","kazue.shibuya@bayer.com.fullsand","byl.0630.3762@docomo.ne.jp","81(90)3271-8388","","YA00680000","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","","kazue.shibuya@bayer.com.fullsand","81(90)3271-8388","byl.0630.3762@docomo.ne.jp","15000.0","25000.0","0.0","0.0","","1.0","2014-04-09T04:58:17.000Z","false"
"ACTIS-プロマテ-G04","","MTG14-00001466","20140409045707","","","","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6761610","","0.0","0.0","0","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","kazue.shibuya@bayer.com.fullsand","byl.0630.3762@docomo.ne.jp","81(90)3271-8388","","YA00680000","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","","kazue.shibuya@bayer.com.fullsand","81(90)3271-8388","byl.0630.3762@docomo.ne.jp","15000.0","25000.0","0.0","0.0","","1.0","2014-04-09T04:57:07.000Z","false"
"ACTIS-その他会合PDMAF-F01","第2回アイリーア適正使用アドバイザリー・ボード","MTG14-00001467","20140409051119","アイリーア適正使用","20140608","20140608","0","","J1YAP0353999","J1YAP0353999","6831200","6831300","","0.0","0.0","0","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","kazue.shibuya@bayer.com.fullsand","byl.0630.3762@docomo.ne.jp","81(90)3271-8388","","YA00680000","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","","kazue.shibuya@bayer.com.fullsand","81(90)3271-8388","byl.0630.3762@docomo.ne.jp","6000.0","150000.0","0.0","0.0","","1.0","2014-04-09T05:11:19.000Z","false"
"ACTIS-外来講師-B01","ACTIS-外来講師-B01会合名","MTG14-00001468","20140409063544","外来講師-B01","20140411","20140411","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6701000","","0.0","0.0","0","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","kazue.shibuya@bayer.com.fullsand","byl.0630.3762@docomo.ne.jp","81(90)3271-8388","","YA00680000","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","","kazue.shibuya@bayer.com.fullsand","81(90)3271-8388","byl.0630.3762@docomo.ne.jp","0.0","0.0","0.0","0.0","","0.0","2014-04-09T06:35:44.000Z","false"
"テストXAR","テストXAR2周年","MTG14-00001469","20140410080510","2周年記念","20140410","20140410","0","イグザレルト","G3YA00100705","GDYA00100705","6831200","6844000","","200.0","0.0","0","BSP","ＢＳＰ","ＢＳＰ","元林 由里","Motobayashi Yuri","nozomi.test1@bayer.com","yuri.motobayashi@bayer.com","81(90)1482-3305","81(6)6133-7185","YA00650107","","","","","","","","","","1500000.0","1.0E7","0.0","1500000.0","品川プリンスホテル","1.0","2014-04-10T08:05:10.000Z","false"
"ACTIS-プロマテ-G05","","MTG14-00001470","20140409123703","","","","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6761100","","0.0","0.0","0","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","kazue.shibuya@bayer.com.fullsand","byl.0630.3762@docomo.ne.jp","81(90)3271-8388","","YA00680000","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","","kazue.shibuya@bayer.com.fullsand","81(90)3271-8388","byl.0630.3762@docomo.ne.jp","15000.0","20000.0","0.0","0.0","","0.0","2014-04-09T12:37:03.000Z","false"
"ACTIS-その他会合-E02","","MTG14-00001471","20140428102125","","","","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","0.0","0.0","0","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","kazue.shibuya@bayer.com.fullsand","byl.0630.3762@docomo.ne.jp","81(90)3271-8388","","YA00680000","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","","kazue.shibuya@bayer.com.fullsand","81(90)3271-8388","byl.0630.3762@docomo.ne.jp","10000.0","10000.0","0.0","0.0","","0.0","2014-04-28T10:21:25.000Z","false"
"ACTIS-その他会合-asanaka-E01","","MTG14-00001472","20140505140657","","","","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","0.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","junichi.asanaka@bayer.com.fullsand","test@keitai.com","09011112222","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","junichi.asanaka@bayer.com.fullsand","09011112222","test@keitai.com","30000.0","40000.0","0.0","0.0","","1.0","2014-05-05T14:06:57.000Z","false"
"ACTIS-その他会合-asanuma-F01","ACTIS-その他会合-asanuma-F01","MTG14-00001473","20140411053933","","20140412","20140412","0","","1234567890","1234567890","6831200","6831300","","0.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","junichi.asanaka@bayer.com.fullsand","","","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","junichi.asanaka@bayer.com.fullsand","","","30000.0","40000.0","0.0","0.0","神田グランドホテル","1.0","2014-04-11T05:39:33.000Z","false"
"ACTIS-プロマテ-asanaka-G01","ACTIS-プロマテ-asanaka-G01","MTG14-00001474","20140505142643","","20140412","20140412","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6761100","","0.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","junichi.asanaka@bayer.com.fullsand","test@keitai.com","09011112222","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","junichi.asanaka@bayer.com.fullsand","09011112222","test@keitai.com","30000.0","40000.0","0.0","0.0","神田グランドホテル","1.0","2014-05-05T14:26:43.000Z","false"
"ACTIS-外来講師-asanaka-B01","ACTIS-外来講師-asanaka-B01会合名","MTG14-00001475","20140616081332","","20140412","20140412","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6701000","","0.0","2.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","actis5mr1@yahoo.co.jp","test@keitai.com","09011112222","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","actis5mr1@yahoo.co.jp","09011112222","test@keitai.com","15000.0","145000.0","15000.0","0.0","神田グランドホテル","1.0","2014-06-16T08:13:32.000Z","false"
"ACTIS-主催講演会-asanaka-C01","ACTIS-主催講演会-asanaka-C01会合名","MTG14-00001476","20140616082001","","20140412","20140412","0","ゼチーア","G3YA00100735","GDYA00100735","6831200","6844000","ZZAR14","100.0","2.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","actis5mr1@yahoo.co.jp","test@keitai.com","09011112222","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","actis5mr1@yahoo.co.jp","09011112222","test@keitai.com","25000.0","30000.0","15000.0","10000.0","神田グランドホテル","1.0","2014-06-16T08:20:01.000Z","false"
"ACTIS-説明会-asanaka-A01","ACTIS-説明会-asanaka-A01","MTG14-00001477","20140819093321","","20140412","20140412","0","ゼチーア","","GDYA00100735","6831200","6844000","ZZARLM","100.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","actis5mr1@yahoo.co.jp","test@keitai.com","09011112222","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","actis5mr1@yahoo.co.jp","09011112222","test@keitai.com","0.0","75000.0","0.0","0.0","神田グランドホテル","1.0","2014-08-19T09:33:21.000Z","false"
"ACTIS-共催講演会-asanaka-D01","アクティス学会セッション名","MTG14-00001478","20140422002547","","20140412","20140412","0","ゼチーア","G3YA00100735","GDYA00100735","6831200","6844000","ZZAR14","100.0","2.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","junichi.asanaka@bayer.com.fullsand","test@keitai.com","09011112222","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","junichi.asanaka@bayer.com.fullsand","09011112222","test@keitai.com","25000.0","35000.0","15000.0","10000.0","神田グランドホテル","1.0","2014-04-22T00:25:47.000Z","false"
"ACTIS-プロマテ-asanaka-G02","","MTG14-00001479","20140411055414","","","","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6761610","","0.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","junichi.asanaka@bayer.com.fullsand","","","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","junichi.asanaka@bayer.com.fullsand","","","0.0","0.0","0.0","0.0","神田グランドホテル","0.0","2014-04-11T05:54:14.000Z","false"
"外来講師テスト","外来講師テスト","MTG14-00001480","20140416013731","","20140414","20140414","0","イオパミロン","G3YA65200100","GDYA65200100","6831200","6701000","","0.0","2.0","0","R&I","西日本","大阪","木原 理雄","Kihara Michio","nozomi.test1@bayer.com","byl.0629.7088@docomo.ne.jp","81(90)1581-3318","","YA006D6201","R&I","西日本","大阪","木原 理雄","Kihara Michio","","nozomi.test1@bayer.com","81(90)1581-3318","byl.0629.7088@docomo.ne.jp","45000.0","10000.0","45000.0","0.0","","1.0","2014-04-16T01:37:31.000Z","false"
"ACTIS-その他会合PDMAF-F03","","MTG14-00001481","20140411061906","","","","0","","111111111111","111111111111","6831200","6743100","","0.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","junichi.asanaka@bayer.com.fullsand","","","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","junichi.asanaka@bayer.com.fullsand","","","15000.0","252000.0","0.0","0.0","神田グランドホテル","1.0","2014-04-11T06:19:06.000Z","false"
"ACTIS-その他会合-asanaka-E01","","MTG14-00001482","20140612051859","","","","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","0.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","actis5mr1@yahoo.co.jp","test@keitai.com","09011112222","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","actis5mr1@yahoo.co.jp","09011112222","test@keitai.com","30000.0","40000.0","0.0","0.0","","1.0","2014-06-12T05:18:59.000Z","false"
"ACTIS-外来講師-asanaka-B02","ACTIS-外来講師-asanaka-B02会合名","MTG14-00001483","20141125082750","","20140412","20140412","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6701000","","0.0","2.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","actis5mr1@yahoo.co.jp","","","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","actis5mr1@yahoo.co.jp","","","15000.0","120500.0","15000.0","0.0","神田グランドホテル","1.0","2014-11-25T08:27:50.000Z","false"
"ACTIS-プロマテ-asanaka-G03","ACTIS-プロマテ-asanaka-G03会合名","MTG14-00001484","20140704011125","","20140412","20140413","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6761100","","100.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","actis5mr1@yahoo.co.jp","test@keitai.com","09011112222","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","actis5mr1@yahoo.co.jp","09011112222","test@keitai.com","0.0","0.0","0.0","0.0","神田グランドホテル","0.0","2014-07-04T01:11:25.000Z","false"
"ACTIS-説明会-asanaka-A02","ACTIS-説明会-asanaka-A02","MTG14-00001485","20140411075336","","20140412","20140412","0","ゼチーア","","GDYA00100735","6831200","6844000","ZZARLM","100.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","junichi.asanaka@bayer.com.fullsand","","","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","junichi.asanaka@bayer.com.fullsand","","","0.0","75000.0","0.0","0.0","神田グランドホテル","1.0","2014-04-11T07:53:36.000Z","false"
"ACTIS-外来講師-asanaka-B03","ACTIS-外来講師-asanaka-B03会合名","MTG14-00001486","20140514055309","","20140419","20140419","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6701000","","0.0","2.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","junichi.asanaka@bayer.com.fullsand","test@keitai.com","09011112222","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","junichi.asanaka@bayer.com.fullsand","09011112222","test@keitai.com","15000.0","50000.0","15000.0","0.0","神田グランドホテル","1.0","2014-05-14T05:53:09.000Z","false"
"ACTIS-主催講演会-asanaka-C02","ACTIS-主催講演会-asanaka-C02会合名","MTG14-00001487","20140515061102","","20140419","20140419","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","100.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","junichi.asanaka@bayer.com.fullsand","test@keitai.com","09011112222","","YA656333B0","","","","","","","","","","0.0","5000.0","0.0","0.0","","1.0","2014-05-15T06:11:02.000Z","false"
"ACTIS-その他会合-asanaka-E02","","MTG14-00001488","20140514111419","","","","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","0.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","junichi.asanaka@bayer.com.fullsand","test@keitai.com","09011112222","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","junichi.asanaka@bayer.com.fullsand","09011112222","test@keitai.com","0.0","0.0","0.0","0.0","","1.0","2014-05-14T11:14:19.000Z","false"
"ACTIS-その他会合PDMAF-F04","aaaa","MTG14-00001489","20140514111625","","20140425","20140425","0","","111111111111","111111111111","6831200","6746500","","0.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","junichi.asanaka@bayer.com.fullsand","test@keitai.com","09011112222","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","junichi.asanaka@bayer.com.fullsand","09011112222","test@keitai.com","0.0","0.0","0.0","0.0","","1.0","2014-05-14T11:16:25.000Z","false"
"ACTIS-プロマテ-asanaka-G03","","MTG14-00001490","20140514111742","","","","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6761100","","0.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","junichi.asanaka@bayer.com.fullsand","test@keitai.com","09011112222","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","junichi.asanaka@bayer.com.fullsand","09011112222","test@keitai.com","0.0","0.0","0.0","0.0","","1.0","2014-05-14T11:17:42.000Z","false"
"ACTIS-共催講演会-asanaka-(R&I)D02","アクティス学会セッション名","MTG14-00001491","20140702020658","ACTIS-共催講演","20140419","20140419","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","100.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","actis5mr1@yahoo.co.jp","test@keitai.com","09011112222","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","actis5mr1@yahoo.co.jp","09011112222","test@keitai.com","0.0","0.0","0.0","0.0","神田グランドホテル","1.0","2014-07-02T02:06:58.000Z","false"
"テストWEBカンファレンス","【会合名欄】テストWEBカンファレンス","MTG14-00001492","20141029072553","","20140415","20140415","0","イグザレルト","ACYA00100705","GDYA00100705","6831200","6844000","","300.0","0.0","1","BSP","ＢＳＰ","ＢＳＰ","元林 由里","Motobayashi Yuri","nozomi.test1@bayer.com","yuri.motobayashi@bayer.com","+81-90-1482-3305","81(6)6133-7185","YA00650107","BSP","ＢＳＰ","ＢＳＰ","元林 由里","Motobayashi Yuri","81(6)6133-7185","nozomi.test1@bayer.com","+81-90-1482-3305","yuri.motobayashi@bayer.com","0.0","2000000.0","0.0","0.0","木村情報大阪スタジオ","1.0","2014-10-29T07:25:53.000Z","false"
"説明会テスト","説明会テスト","MTG14-00001514","20140819093427","","20140416","20140416","0","イオパミロン","","GDYA65200100","6831200","6844000","","2.0","0.0","0","R&I","西日本","大阪","安孫子 秀城","Abiko Hideki","nozomi.test1@bayer.com","byl.0629.9854@docomofull.ne.jp","+81-90-1581-3385","","YA006D6201","R&I","西日本","大阪","安孫子 秀城","Abiko Hideki","","nozomi.test1@bayer.com","+81-90-1581-3385","byl.0629.9854@docomofull.ne.jp","0.0","6000.0","0.0","0.0","","0.0","2014-08-19T09:34:27.000Z","false"
"アイリーア説明会","アイリーア説明会","MTG14-00001515","20140417044950","","20140416","20140416","0","アイリーア","","GDYA00200550","6831200","6844000","","2.0","0.0","0","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","atsushi.kabaya@bayer.com.fullsand","byl.0630.3738@docomo.ne.jp","81(90)5095-7347","","YA006S4000","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","","atsushi.kabaya@bayer.com.fullsand","81(90)5095-7347","byl.0630.3738@docomo.ne.jp","0.0","6000.0","0.0","0.0","","0.0","2014-04-17T04:49:50.000Z","false"
"ACTIS-説明会-asanaka-A01","ACTIS-説明会-asanaka-A01会合名","MTG14-00001516","20140422002724","説明会-A01","20140430","20140430","0","ネクサバール","","GDYA00201200","6831200","6844000","","25.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","junichi.asanaka@bayer.com.fullsand","test@keitai.com","09011112222","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","junichi.asanaka@bayer.com.fullsand","09011112222","test@keitai.com","0.0","8000.0","0.0","0.0","","1.0","2014-04-22T00:27:24.000Z","false"
"ACTIS-説明会-asanaka-A02","ACTIS-説明会-asanaka-A02会合名","MTG14-00001517","20140415041431","説明会-A02","20140430","20140430","0","ネクサバール","","GDYA00201200","6831200","6844000","","25.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","junichi.asanaka@bayer.com.fullsand","test@keitai.com","09011112222","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","junichi.asanaka@bayer.com.fullsand","09011112222","test@keitai.com","0.0","8000.0","0.0","0.0","","0.0","2014-04-15T04:14:31.000Z","false"
"Promotion 資材３","","MTG14-00001518","20150106084821","","","","0","イオパミロン","G3YA65200100","GDYA65200100","6831200","6761100","","0.0","0.0","0","R&I","西日本","大阪","安孫子 秀城","Abiko Hideki","nozomi.test1@bayer.com","byl.0629.9854@docomo.ne.jp","+81-90-1581-3385","","YA006D6201","R&I","西日本","大阪","安孫子 秀城","Abiko Hideki","","nozomi.test1@bayer.com","+81-90-1581-3385","byl.0629.9854@docomo.ne.jp","0.0","0.0","0.0","0.0","","0.0","2015-01-06T08:48:21.000Z","false"
"アイリーア説明会２","アイリーア説明会２","MTG14-00001519","20140417045030","","20140418","20140418","0","アイリーア","","GDYA00200550","6831200","6844000","","2.0","0.0","0","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","atsushi.kabaya@bayer.com.fullsand","byl.0630.3738@docomo.ne.jp","81(90)5095-7347","","YA006S4000","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","","atsushi.kabaya@bayer.com.fullsand","81(90)5095-7347","byl.0630.3738@docomo.ne.jp","0.0","6000.0","0.0","0.0","","0.0","2014-04-17T04:50:30.000Z","false"
"ACTIS-説明会-asanaka-A03","ACTIS-説明会-asanaka-A03","MTG14-00001520","20140714080242","ACTIS-説明会-","20140424","20140424","0","ネクサバール","","GDYA00201200","6831200","6844000","","100.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","actis5mr1@yahoo.co.jp","test@keitai.com","09011112222","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","actis5mr1@yahoo.co.jp","09011112222","test@keitai.com","0.0","100000.0","0.0","0.0","","1.0","2014-07-14T08:02:42.000Z","false"
"ACTIS-外来講師-asanaka-B04","ACTIS-外来講師-asanaka-B04","MTG14-00001521","20140701044925","","20140424","20140424","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6701000","","0.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","actis5mr1@yahoo.co.jp","test@keitai.com","09011112222","","YA656333B0","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","","kazue.shibuya@bayer.com.fullsand","81(90)3271-8388","byl.0630.3762@docomo.ne.jp","0.0","220000.0","0.0","0.0","千代田グランドホテル","1.0","2014-07-01T04:49:25.000Z","false"
"ACTIS-主催講演会-asanaka-C03","ACTIS-主催講演会-asanaka-C03","MTG14-00001522","20140701051255","ACTIS-主催講演","20140424","20140425","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","100.0","0.0","0","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","kazue.shibuya@bayer.com.fullsand","byl.0630.3762@docomo.ne.jp","81(90)3271-8388","","YA00680000","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","actis5mr1@yahoo.co.jp","09011112222","test@keitai.com","0.0","50000.0","0.0","0.0","","1.0","2014-07-01T05:12:55.000Z","false"
"ACTIS-主催講演会-asanaka-C04","ACTIS-主催講演会-asanaka-C04","MTG14-00001523","20140417064001","ACTIS-主催講演","20140424","20140425","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","100.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","junichi.asanaka@bayer.com.fullsand","test@keitai.com","09011112222","","YA656333B0","ONH","西日本","大阪第２","外川 裕史","Sotokawa Hirofumi","","actis5mr1@yahoo.co.jp","81(80)2405-1569","byl.0621.3992@docomo.ne.jp","0.0","50000.0","0.0","0.0","","1.0","2014-04-17T06:40:01.000Z","false"
"ACTIS-共催講演会-asanaka-D03","アクティス学会ACTIS-共催講演会-asanaka-D03","MTG14-00001524","20140618025149","ACTIS-共催講演","20140424","20140425","0","","","","6831200","6844000","","100.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","actis5mr1@yahoo.co.jp","test@keitai.com","09011112222","","YA656333B0","","","","安立 憲司","Adachi Kenji","81(03)6266-7948","kenji.adachi@bayer.com.fullsand","81(080)8311-5073","kenji.adachi@bayer.com","0.0","50000.0","0.0","0.0","","1.0","2014-06-18T02:51:49.000Z","false"
"ACTIS-その他会合-asanaka-E03","","MTG14-00001525","20140618025336","","","","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","0.0","0.0","0","","","","安立 憲司","Adachi Kenji","kenji.adachi@bayer.com.fullsand","kenji.adachi@bayer.com","81(080)8311-5073","81(03)6266-7948","YA00625200","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","","kazue.shibuya@bayer.com.fullsand","81(90)3271-8388","byl.0630.3762@docomo.ne.jp","50000.0","50000.0","0.0","0.0","","1.0","2014-06-18T02:53:36.000Z","false"
"ACTIS-その他会合PDMAF-F05","","MTG14-00001526","20140417060657","","","","0","","111111111111","111111111111","6831200","6831300","","0.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","junichi.asanaka@bayer.com.fullsand","test@keitai.com","09011112222","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","junichi.asanaka@bayer.com.fullsand","09011112222","test@keitai.com","50000.0","54000.0","0.0","0.0","","1.0","2014-04-17T06:06:57.000Z","false"
"ACTIS-プロマテ-asanaka-G04","","MTG14-00001527","20150204023749","","20150205","20150205","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6761100","","0.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","actis5mr1@yahoo.co.jp","","","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","actis5mr1@yahoo.co.jp","","","0.0","0.0","0.0","0.0","","1.0","2015-02-04T02:37:49.000Z","false"
